,COMPANY,COMPANY_CODE,PROJECT_NAME,PROJECT_NUMBER,ASSOCIATE_TYPE,ASSOCIATE_COMPANY(AC),AC_CODE,AC_COUNTRY,AC_ADDRESS,AC_PINCODE,AC_CITY,AC_STATE,AC_TEL_NO,AC_FAX,AC_EMAIL,AC_WEBSITE
25685,National Highways Authority Of India,155597,Thuravoor Thekku-Paravoor (NH-66) Six Lane Highway Project (Bharatmala),1895,Contractor,K C C Buildcon Pvt. Ltd.,413692,India,"Registered Office:B U 5, 2nd Floor, S F S Flats, Outer Ring Road, Pitampura,",110034,Delhi,NCT of Delhi,91-11-47581001,,kcc.del@gmail.com,www.kccbuildcon.co.in
25686,National Highways Authority Of India,155597,Tiba-Dharamkot Package-1 of Amritsar-Bathinda (NH-754A) Six Lane Access Controlled Greenfield Highway Project (Part of Amritsar-Jamnagar Economic Corridor),1907,Consultant,Lea Associates South Asia Pvt. Ltd.,127666,India,"Registered Office:B 1/E-27, 2nd Floor, Mohan Co-, Operative Industrial Estate, Mathura Road,",110044,New Delhi,NCT of Delhi,91-11-41678150,91-11-41678659,cs@sigmalegal.in,www.lasaindia.com
25687,National Highways Authority Of India,155597,Tiba-Dharamkot Package-1 of Amritsar-Bathinda (NH-754A) Six Lane Access Controlled Greenfield Highway Project (Part of Amritsar-Jamnagar Economic Corridor),1907,Contractor,G R Infraprojects Ltd.,380699,India,"Corporate Office:2nd Floor, Novus Tower, Plot No. 18, Sector 18,",122015,Gurgaon,Haryana,91-124-6435000,,cs@grinfra.com,www.grinfra.com
25688,National Highways Authority Of India,155597,Tindivanam-Krishnagiri (NH-77) Two Laning Highway Project,1613,Consultant,Mukesh & Associates,150152,India,"Registered Office:5/3, Ragavan Street, Swarnapuri,",636004,Salem,Tamil Nadu,91-427-330395,91-427-330209,mukeshassociates@vsnl.com,www.mukeshassociates.com
25689,National Highways Authority Of India,155597,Tindivanam-Krishnagiri (NH-77) Two Laning Highway Project,1613,Consultant,Theme Engineering Services Pvt. Ltd.,442985,India,"Registered Office:B-24, Gokul Vatika, Jawahar Circle,",302018,Jaipur,Rajasthan,91-141-2724495,,theme@themeengineering.com,www.themeengineering.com
25690,National Highways Authority Of India,155597,Tindivanam-Krishnagiri (NH-77) Two Laning Highway Project,1613,Contractor,S P K & Co.,515978,India,"Registered Office:2/67, R C Middil Street, Killamudimannarkottai,",623603,Madurai,Tamil Nadu,,,,
25691,National Highways Authority Of India,155597,Tindivanam-Ulundurpet (Pkg -VI-A) Highway Project,417,Consultant,I C T Pvt. Ltd.,284672,India,"Registered Office:A - 8 & A - 9, Green Park Main,",110016,New Delhi,NCT of Delhi,91-11-40863000,91-11-26855252, info@ictonline.com,www.ictonline.com
25692,National Highways Authority Of India,155597,Tindivanam-Ulundurpet (Pkg -VI-A) Highway Project,417,Contractor,G M R Airports Infrastructure Ltd.,76718,India,"Corporate Office:Skip House, 25/1, Museum Road,",560025,Bengaluru,Karnataka,91-80-2279949,91-80-2998118,,www.gmrgroup.in
25693,National Highways Authority Of India,155597,Tindivanam-Ulundurpet (Pkg -VI-A) Highway Project,417,Contractor,G M R Energy Ltd.,247422,India,"Registered Office:701, 7th Floor, Naman Centre, Plot No. C-31, Bandra Kurla Complex, Bandra East,",400051,Mumbai,Maharashtra,91-11-49882200,91-11-49882227,energy-secretarial@gmrgroup.in,www.gmrgroup.in
25694,National Highways Authority Of India,155597,Tirupur Industrial Cluster (Coimbatore)-Enayam Expressway Project,1738,Co-promoter,Ministry Of Road Transport & Highways,301849,India,"Registered Office:Transport Bhavan, 1, Parliament Street,",110001,New Delhi,Delhi,91-11-23753991,,nr.gokarn@nic.in,www.morth.nic.in
25695,National Highways Authority Of India,155597,Tonk-Sawaimadhopur (NH-116) Two-Laning Highway Project,1491,Contractor,H G Infratech Pvt. Ltd.,529686,India,"Corporate Office:Govind Baag, Gandhi Road, (Near Shaheed Gate), Gwalior -474 011 (Madhya Pradesh)",NA,,,,,info@hggroup.co.in,
25696,National Highways Authority Of India,155597,Tovaramkurchi-Madurai (Package-VIIB) Highway Project,495,Consultant,Dalal Mott Macdonald Pvt. Ltd.,55303,India,"Corporate Office:86, Annie Besant Road, Worli,",400018,Mumbai,Maharashtra,91-22-24934891,,,
25697,National Highways Authority Of India,155597,Tovaramkurchi-Madurai (Package-VIIB) Highway Project,495,Contractor,J M C Projects (india) Ltd. [merged],104087,India,"Corporate Office:6th Floor, Kalpatru Synergy, Opp. Grand Hyatt, Santacruz-East,",400055,Mumbai,Maharashtra,91-22-68851500,91-22-68851555,cs@jmcprojects.com,www.jmcprojects.com
25698,National Highways Authority Of India,155597,Trichy Bypass-Tovaramkurchi (Package-VII A) Highway Project,407,Consultant,Dalal Mott Macdonald Pvt. Ltd.,55303,India,"Corporate Office:86, Annie Besant Road, Worli,",400018,Mumbai,Maharashtra,91-22-24934891,,,
25699,National Highways Authority Of India,155597,Trichy Bypass-Tovaramkurchi (Package-VII A) Highway Project,407,Contractor,J M C Projects (india) Ltd. [merged],104087,India,"Corporate Office:6th Floor, Kalpatru Synergy, Opp. Grand Hyatt, Santacruz-East,",400055,Mumbai,Maharashtra,91-22-68851500,91-22-68851555,cs@jmcprojects.com,www.jmcprojects.com
25700,National Highways Authority Of India,155597,Trichy-Dindigul (NH-45) Highway Project,446,Consultant,Artefact Projects Ltd.,20451,India,"Corporate Office:1st Floor, Bhiwapurkar Chambers, Opp. Yeshwant Stadium, Dhantoli,",440012,Nagpur,Maharashtra,91-712-2425219,91-712-2427830,asflswf_ngp@sancharnet.in,www.artefactprojects.com
25701,National Highways Authority Of India,155597,Trichy-Dindigul (NH-45) Highway Project,446,Contractor,Reliance Infrastructure Ltd.,27747,India,"Registered Office:Reliance Centre, Ground Floor 19, Walchand Hirachand Marg, Ballard Estate,",400001,Mumbai,Maharashtra,91-22-43031000,91-22-43033664,rinfra.investor@relianceada.com,www.rinfra.com
25702,National Highways Authority Of India,155597,Tumakuru (NH-206)-Honnavar Port Two to Four Lane Road Project (Port Connectivity),1728,Co-promoter,Ministry Of Road Transport & Highways,301849,India,"Registered Office:Transport Bhavan, 1, Parliament Street,",110001,New Delhi,Delhi,91-11-23753991,,nr.gokarn@nic.in,www.morth.nic.in
25703,National Highways Authority Of India,155597,Tumkur (NH-48 & 206) Four Lane Bypass Project,1513,Consultant,Indian Technocrat Ltd.,99026,India,"Registered Office:Plot No.8, Sector B-7, Local Shopping Complex, Vasant Kunj,",110070,New Delhi,NCT of Delhi,91-11-49531100,91-11-49531166,info@itl.net.in,www.itl.net.in
25704,National Highways Authority Of India,155597,Tupudana-Itre Four Lane Road (NH-75E) (NH-20) Project (Package-1 of Ranchi-Jaintgarh-Paradip Economic Corridor),2124,Consultant,Chaitanya Projects Consultancy Pvt. Ltd.,576447,India,"Registered Office:1st Floor, Tower 3, Okaya Centre, Sector 62,",201301,Noida,Uttar Pradesh,91-120-4110472,,info@cpcmail.in,www.chaitanyaprojects.com
25705,National Highways Authority Of India,155597,Two Lane Bridge across Kosi River (NH-527 A) Project (Umagaon-Saharsa Package-IV) (Bharatmala),1637,Contractor,Transrail Lighting Ltd.,387140,India,"Registered Office:501 A,B,C,E Fortune 2000, Block G Bandra Kurla Complex, Bandra East,",400051,Mumbai,Maharashtra,,91-7104-265765,contact@transrailltd.com,
25706,National Highways Authority Of India,155597,Two Lane Bridge across Kosi River (NH-527 A) Project (Umagaon-Saharsa Package-IV) (Bharatmala),1637,Contractor,Gammon Engineers & Contractors Pvt. Ltd.,542071,India,"Registered Office:Gammon House, Veer Savarkar Marg, Prabhadevi,",400025,Mumbai,Maharashtra,91-22-61114000,91-22-24300221,marketing@gammonengineers.com,www.gammonengineers.com
25707,National Highways Authority Of India,155597,Udaipur-Ratanpur-Chiloda(Kesariaji-Ratanpur) Highway Project,131,Consultant,Consulting Engineering Services (india) Pvt. Ltd.,50581,India,"Registered Office:2nd Floor, Platinum Tower, Plot No. 184, Udyog Vihar, Phase- 1,",122016,Gurgaon,Haryana,91-124-3317000,91-124-3372999,Bajrang.prasad@jacobs.com,
25708,National Highways Authority Of India,155597,Udaipur-Ratanpur-Chiloda(Kesariaji-Ratanpur) Highway Project,131,Consultant,Scott Wilson Kirkpatrick & Paratners,215515,UK,Registered Office:Scott House Basing View Basingstoke RG 21 2 JG Hampshire U.K,NA,,,,,,
25709,National Highways Authority Of India,155597,Udaipur-Ratanpur-Chiloda(Kesariaji-Ratanpur) Highway Project,131,Consultant,S N C-lavalin Infrastructure Pvt. Ltd.,232230,India,"Registered Office:E-3-5, 2nd Floor, J-Block Local Shopping Complex, Sacket,",NA,New Delhi,Delhi,91-11-6565838,91-11-6866768,,www.snclavalininfra.com
25710,National Highways Authority Of India,155597,Udaipur-Ratanpur-Chiloda(Kesariaji-Ratanpur) Highway Project,131,Contractor,Gayatri Projects Ltd.,80013,India,"Corporate Office:B-1, 1st Floor, T S R Towers, 6-3-1090, Rajbhavan Road, Somajiguda,",500082,Hyderabad,Telangana,91-40-23314284,91-40-23398435,gplhyd@gayatri.co.in,www.gayatri.co.in
25711,National Highways Authority Of India,155597,Udaipur-Ratanpur-Chiloda(Kesariaji-Ratanpur) Highway Project,131,Contractor,Ranjit Construction Co.,286134,India,"Registered Office:Near Newrang Bagh, Baipura Road, Hatkeshawar, Khokhar, Maninagar East, Ahmedabad, Gujarat",380008,,Gujarat,91-79-5854163,,,
25712,National Highways Authority Of India,155597,Udaipur-Ratanpur-Chiloda(Udaipur-Kesariaji (UG-I)) Highway Project,130,Consultant,Consulting Engineering Services (india) Pvt. Ltd.,50581,India,"Registered Office:2nd Floor, Platinum Tower, Plot No. 184, Udyog Vihar, Phase- 1,",122016,Gurgaon,Haryana,91-124-3317000,91-124-3372999,Bajrang.prasad@jacobs.com,
25713,National Highways Authority Of India,155597,Udaipur-Ratanpur-Chiloda(Udaipur-Kesariaji (UG-I)) Highway Project,130,Consultant,Scott Wilson Kirkpatrick & Paratners,215515,UK,Registered Office:Scott House Basing View Basingstoke RG 21 2 JG Hampshire U.K,NA,,,,,,
25714,National Highways Authority Of India,155597,Udaipur-Ratanpur-Chiloda(Udaipur-Kesariaji (UG-I)) Highway Project,130,Consultant,S N C-lavalin Infrastructure Pvt. Ltd.,232230,India,"Registered Office:E-3-5, 2nd Floor, J-Block Local Shopping Complex, Sacket,",NA,New Delhi,Delhi,91-11-6565838,91-11-6866768,,www.snclavalininfra.com
25715,National Highways Authority Of India,155597,Udaipur-Ratanpur-Chiloda(Udaipur-Kesariaji (UG-I)) Highway Project,130,Turnkey contractor,K M C Constructions Ltd.,112439,India,"Corporate Office:Plot No 85, Road No 72, Prashasan Nagar, Jubilee Hills,",500033,Hyderabad,Telangana,91-40-23558061,91-40-23558060,,www.kmcgroup.co.in
25716,National Highways Authority Of India,155597,Udaipura-Bhogu (NH-75) Four Lane Highway Project (Package-2),2050,Consultant,L N Malviya Infra Projects Pvt. Ltd.,512280,India,"Registered Office:Plot No. 1, City Centre, T-10, 3rd Floor, M P Nagar, Zone I, Press Complex,",462011,Bhopal,Madhya Pradesh,91-755-4295421,91-755-4295421,hec_bhopal@rediffmail.com,www.lninfra.com
25717,National Highways Authority Of India,155597,Udaipura-Bhogu (NH-75) Four Lane Highway Project (Package-2),2050,Contractor,Dineshchandra R Agarwal Infracon Pvt. Ltd.,396222,India,"Registered Office:Agarwal Complex Near Lions Hall,",385535,Banas Kantha,Gujarat,91-2744-222115,,dra99@rediffmail.com,www.draipl.com
25718,National Highways Authority Of India,155597,Umagaon-Basopatti-Kalauhi-Saharghat-Benipatti-Rahika-Pokhrauni-Madubani-Rampatti-Bideshwarsthan-Awam-Loufa-Bheja-Supaul-Saharsa Two Lane Port Connectivity Project,1558,Consultant,V K S Infratech Mgmt. Pvt. Ltd.,260181,India,"Corporate Office:1102, Nirmal Tower, Barakhamba Road, Connaught Place,",110001,New Delhi,NCT of Delhi,91-11-23358786,,corp@vksinfra.com,www.vksinfra.com
25719,National Highways Authority Of India,155597,Umagaon-Basopatti-Kalauhi-Saharghat-Benipatti-Rahika-Pokhrauni-Madubani-Rampatti-Bideshwarsthan-Awam-Loufa-Bheja-Supaul-Saharsa Two Lane Port Connectivity Project,1558,Contractor,Ram Kripal Singh Construction Pvt. Ltd.,384939,India,"Corporate Office:308 & 309, Suncity Shopping Arcade, Sector-54,",122002,Gurgaon,Haryana,91-124-2572879,,rkscpl@rkscpl.com,www.rkscpl.com
25720,National Highways Authority Of India,155597,Umagaon-Basopatti-Kalauhi-Saharghat-Benipatti-Rahika-Pokhrauni-Madubani-Rampatti-Bideshwarsthan-Awam-Loufa-Bheja-Supaul-Saharsa Two Lane Port Connectivity Project,1558,Contractor,Dhariwal Buildtech Ltd.,604954,India,,NA,,,,,,
25721,National Highways Authority Of India,155597,Una-Kodinar (NH-8E) (Package-V Bhavnagar-Veraval Section) Four Lane Highway Project,1016,Consultant,Stup Consultants Pvt. Ltd.,237364,India,"Registered Office:Unit No. 2702, 27th Floor, Rupa Renaissance, Plot D-33, D-207, Juinagar, MIDC TTC Industrial Area,",400705,Mumbai,Maharashtra,,,mumbai@stupmail.com,www.stupco.com
25722,National Highways Authority Of India,155597,Una-Kodinar (NH-8E) (Package-V Bhavnagar-Veraval Section) Four Lane Highway Project,1016,Contractor,Sadbhav Infrastructure Project Ltd.,385775,India,"Registered Office:Sadbhav House, Ellibridge, Opp Law Garden Police Chowki,",380006,Ahmedabad,Gujarat,91-79-26463384,91-79-26400210,gaurav.vesasi@sadbhav.co.in,www.sadbhavinfra.co.in
25723,National Highways Authority Of India,155597,Una-Kodinar (NH-8E) (Package-V Bhavnagar-Veraval Section) Four Lane Highway Project,1016,EPC contractor,Sadbhav Una Highway Ltd.,549008,India,"Registered Office:Sadbhav House, Opp Law Garden Police Chowki, Ellisbridge,",380006,Ahmedabad,Gujarat,,,hardik.modi@sadbhav.co.in,
25724,National Highways Authority Of India,155597,Uncha-Nagla-Khanuawa-Roppas-Dholpur (NH-123) Two Laning Highway Project,1009,Consultant,Sai Consulting Engineers Pvt. Ltd.,380312,India,"Registered Office:Sai House, Block-A, Satyam Corporate Square, B/h Rajpath Club, Opp. Kishan Bunglows, Bodakdev,",380054,Ahmedabad,Gujarat,91-79-66142600,91-79-66142800,mail@saiindia.com,www.saiindia.com
25725,National Highways Authority Of India,155597,Uncha-Nagla-Khanuawa-Roppas-Dholpur (NH-123) Two Laning Highway Project,1009,Contractor,H G Infra Engg. Ltd.,410701,India,"Corporate Office:III Floor, Sheel Mohar Plaza, A-1 Tilak Marg, C-Scheme,",302001,Jaipur,Rajasthan,91-141-4106040,91-141-4106044,cs@hginfra.com,www.hginfra.com
25726,National Highways Authority Of India,155597,Undrajavaram Four Lane Flyover Project,2062,Contractor,Shrushti Contech Pvt. Ltd.,409385,India,"Registered Office:HIG - 49, A P H B Colony Proddatur,",516360,Cuddapah,Andhra Pradesh,,,praveen.t@shrushtigroup.com,
25727,National Highways Authority Of India,155597,Uniara-Nainwa-Hindoli-Jahajpur-Shahpura-Gulabpura (NH-148D) Two Lane Road Project,932,Consultant,Consulting Engineers Group Ltd.,328249,India,"Registered Office:7th Floor, B-11(G), Industrial Area, Malviya Nagar,",302017,Jaipur,Rajasthan,91-141-2751801,91-141-2751806,accounts@cegindia.com,www.cegindia.com
25728,National Highways Authority Of India,155597,Uniara-Nainwa-Hindoli-Jahajpur-Shahpura-Gulabpura (NH-148D) Two Lane Road Project,932,Consultant,Theme Engineering Services Pvt. Ltd.,442985,India,"Registered Office:B-24, Gokul Vatika, Jawahar Circle,",302018,Jaipur,Rajasthan,91-141-2724495,,theme@themeengineering.com,www.themeengineering.com
25729,National Highways Authority Of India,155597,Uniara-Nainwa-Hindoli-Jahajpur-Shahpura-Gulabpura (NH-148D) Two Lane Road Project,932,Contractor,Dilip Buildcon Ltd.,386908,India,"Corporate Office:E-5/99, Arera Colony,",462016,Bhopal,Madhya Pradesh,91-755-2461064,91-755-4247574,contactus@dbl.co.in,www.dilipbuildcon.com
25730,National Highways Authority Of India,155597,Uniara-Nainwa-Hindoli-Jahajpur-Shahpura-Gulabpura (NH-148D) Two Lane Road Project,932,Contractor,Ranjit Buildcon Ltd.,395126,India,"Corporate Office:Ranjit House, Opp Sun Residency, B/H Bhagwat Bunglows, Rt. Side Road To G M Mandir, Thaltej Shilaj Rd,",380059,Ahmedabad,Gujarat,91-79-40200555,91-40-40200565,accounts.rbl@gmail.com,www.ranjitbuildcon.com
25731,National Highways Authority Of India,155597,UP/Bihar Border-Kasia (LMNHP-8) Highway Project,714,Consultant,Feedback Consultants Pvt. Ltd.,72648,India,"Registered Office:Flat No.3, A I I M S Apts., Near Chilla Regulator, Vasundhra Enclave,",110096,,Delhi,,,,
25732,National Highways Authority Of India,155597,UP/Bihar Border-Kasia (LMNHP-8) Highway Project,714,Contractor,Simplex Construction Pvt. Ltd.,227713,India,"Registered Office:24, C-Block Community Centre, Janak Puri,",110058,New Delhi,Delhi,91-11-5515086,,,
25733,National Highways Authority Of India,155597,UP/Haryana Border-Panchkula (NH-73) Four-Laning Highway Project (Package-I),976,Consultant,Consulting Engineers Group Ltd.,328249,India,"Registered Office:7th Floor, B-11(G), Industrial Area, Malviya Nagar,",302017,Jaipur,Rajasthan,91-141-2751801,91-141-2751806,accounts@cegindia.com,www.cegindia.com
25734,National Highways Authority Of India,155597,UP/Haryana Border-Panchkula (NH-73) Four-Laning Highway Project (Package-I),976,Contractor,Sadbhav Engineering Ltd.,206660,India,"Head Office:'Sadbhav House', Opp. Law Garden Police Chowki, Ellisbridge,",380006,Ahmedabad,Gujarat,"91-79-26463384,26460047",91-79-26400210,sadbhavad1@sancharnet.in,www.sadbhaveng.com
25735,National Highways Authority Of India,155597,UP/Haryana Border-Panchkula (NH-73) Four-Laning Highway Project (Package-II),1003,Consultant,Consulting Engineers Group Ltd.,328249,India,"Registered Office:7th Floor, B-11(G), Industrial Area, Malviya Nagar,",302017,Jaipur,Rajasthan,91-141-2751801,91-141-2751806,accounts@cegindia.com,www.cegindia.com
25736,National Highways Authority Of India,155597,UP/Haryana Border-Panchkula (NH-73) Four-Laning Highway Project (Package-II),1003,Contractor,Sadbhav Engineering Ltd.,206660,India,"Head Office:'Sadbhav House', Opp. Law Garden Police Chowki, Ellisbridge,",380006,Ahmedabad,Gujarat,"91-79-26463384,26460047",91-79-26400210,sadbhavad1@sancharnet.in,www.sadbhaveng.com
25737,National Highways Authority Of India,155597,UP/Haryana Border-Panchkula (NH-73) Four-Laning Highway Project (Package-III),1043,Consultant,Consulting Engineers Group Ltd.,328249,India,"Registered Office:7th Floor, B-11(G), Industrial Area, Malviya Nagar,",302017,Jaipur,Rajasthan,91-141-2751801,91-141-2751806,accounts@cegindia.com,www.cegindia.com
25738,National Highways Authority Of India,155597,UP/Haryana Border-Panchkula (NH-73) Four-Laning Highway Project (Package-III),1043,Contractor,Gawar Construction Ltd.,395417,India,"Corporate Office:SF-01, JMD Galleria, Sohna Road,",122001,Gurgaon,Haryana,91-124-4854000,91-124-4854001,finance@gawar.in,
25739,National Highways Authority Of India,155597,UP/Haryana Border-Rohna (Package-I) NH-334B Four Laning Highway Project (Meerut to Jhajjar),1286,Contractor,Gawar Construction Ltd.,395417,India,"Corporate Office:SF-01, JMD Galleria, Sohna Road,",122001,Gurgaon,Haryana,91-124-4854000,91-124-4854001,finance@gawar.in,
25740,National Highways Authority Of India,155597,"Upgradation of Bhangbar-Kangra Bypass (NH-88) (New NH-303,503) Four Lane Highway Project (Package-VB of Shimla-Mataur Highway)",1905,Contractor,Gawar Construction Ltd.,395417,India,"Corporate Office:SF-01, JMD Galleria, Sohna Road,",122001,Gurgaon,Haryana,91-124-4854000,91-124-4854001,finance@gawar.in,
25741,National Highways Authority Of India,155597,Upgradation of Hinterland Road from Naidupeta-Krishnagiri Project,1719,Co-promoter,Ministry Of Road Transport & Highways,301849,India,"Registered Office:Transport Bhavan, 1, Parliament Street,",110001,New Delhi,Delhi,91-11-23753991,,nr.gokarn@nic.in,www.morth.nic.in
25742,National Highways Authority Of India,155597,Upgradation of Multai-Seoni section & Narsinghpur-Saoner Section including Chhindwara Town Ring Road Project,810,Contractor,Sadbhav Engineering Ltd.,206660,India,"Head Office:'Sadbhav House', Opp. Law Garden Police Chowki, Ellisbridge,",380006,Ahmedabad,Gujarat,"91-79-26463384,26460047",91-79-26400210,sadbhavad1@sancharnet.in,www.sadbhaveng.com
25743,National Highways Authority Of India,155597,Upgradation of Multai-Seoni section & Narsinghpur-Saoner Section including Chhindwara Town Ring Road Project,810,Sub contractor,K N R Constructions Ltd.,112667,India,"Corporate Office:KNR House, 3rd & 4th Floors, Plot No.114, Phase-I, Kavuri Hills,",500033,Hyderabad,Telangana,91-40-40268759,91-40-40268760,investors@knrcl.com,www.knrcl.com
25744,National Highways Authority Of India,155597,Upgradation of Old NH-6 (NH-53) Four Lane Highway Project (Khamgaon City),1449,Contractor,Jandu Construction Pvt. Ltd.,584006,India,,NA,,,,,,
25745,National Highways Authority Of India,155597,Upgradation of Two Laning of Sriganganagar to Raisinghnagar (NH-911) Highway Project,1888,Contractor,V R C Constructions (india) Pvt. Ltd.,326267,India,"Registered Office:Plot No.16, VRC Tower, Paschim Vihar Ext., Rohtak Road, Paschim Vihar,",110063,Delhi,NCT of Delhi,,,vrcon@hotmail.com,www.vrccon.co.in
25746,National Highways Authority Of India,155597,Urukunnu-Kadampattukonam Four/Six Lane Economic Corridor Project,2040,Consultant,Chaitanya Projects Consultancy Pvt. Ltd.,576447,India,"Registered Office:1st Floor, Tower 3, Okaya Centre, Sector 62,",201301,Noida,Uttar Pradesh,91-120-4110472,,info@cpcmail.in,www.chaitanyaprojects.com
25747,National Highways Authority Of India,155597,Vadape-Thane (NH-848) Six/Eight Laning Highway Project,1941,Contractor,M S R D C Infrastructure Projects Ltd.,595369,India,,NA,,,,,,
25748,National Highways Authority Of India,155597,Vadodara Logistics Park Project,1373,Promoter,Ministry Of Road Transport & Highways,301849,India,"Registered Office:Transport Bhavan, 1, Parliament Street,",110001,New Delhi,Delhi,91-11-23753991,,nr.gokarn@nic.in,www.morth.nic.in
25749,National Highways Authority Of India,155597,Vadodara-Bharuch (NH-8) Six-Laning Highway Project,430,Contractor,Vadodara Bharuch Tollway Ltd.,370957,India,"Corporate Office:Toll Plaza, KM-157, NH-8, Bharthana, Ta. Karjan,",391244,Vadodara,Gujarat,91-2666-230000,91-2666-230050,,
25750,National Highways Authority Of India,155597,Vadodara-Surat (NH-8) Six-Laning Highway (Four-lane Bridge over Narmada River in Bharuch along with Six-Lane Approach Roads) Project (Extra Dosed Bridge),901,Consultant,Feedback Infra Pvt. Ltd.,72655,India,"Registered Office:311, 3rd Floor, Vardhman Plaza, Plot No.6, Pocket 7, Sector 12, Dwarka,",110078,New Delhi,NCT of Delhi,91-11-28035884,,secretarial@feedbackinfra.com,www.feedbackinfra.com
25751,National Highways Authority Of India,155597,Vadodara-Surat (NH-8) Six-Laning Highway (Four-lane Bridge over Narmada River in Bharuch along with Six-Lane Approach Roads) Project (Extra Dosed Bridge),901,Consultant,Aarvee Associates Architects Engineers & Consultants Pvt. Ltd.,391779,India,"Registered Office:8-2-5, Ravula Residency, Srinagar Cly, Main Road,",500082,Hyderabad,Telangana,91-40-48483456,91-40-23736277,aarvee@aarvee.net,www.aarvee.com
25752,National Highways Authority Of India,155597,Vadodara-Surat (NH-8) Six-Laning Highway (Four-lane Bridge over Narmada River in Bharuch along with Six-Lane Approach Roads) Project (Extra Dosed Bridge),901,Contractor,Larsen & Toubro Ltd.,127106,India,"Head Office:L & T House, Ballard Estate,  Post Box 278,",400001,Mumbai,Maharashtra,91-22-67525656,91-22-23420814,Nehal.Shah@larsentoubro.com,www.larsentoubro.com
25753,National Highways Authority Of India,155597,Vadodara-Surat (NH-8) Six-Laning Highway (Four-lane Bridge over Narmada River in Bharuch along with Six-Lane Approach Roads) Project (Extra Dosed Bridge),901,Contractor,Ranjit Buildcon Ltd.,395126,India,"Corporate Office:Ranjit House, Opp Sun Residency, B/H Bhagwat Bunglows, Rt. Side Road To G M Mandir, Thaltej Shilaj Rd,",380059,Ahmedabad,Gujarat,91-79-40200555,91-40-40200565,accounts.rbl@gmail.com,www.ranjitbuildcon.com
25754,National Highways Authority Of India,155597,Vadodara-Surat Four Lane Highway Project,90,Contractor,I R B Infrastructure Developers Ltd.,373589,India,"Corporate Office:3rd Floor, IRB Complex, Chandivali Farm, Chandivali Village, Andheri East,",400072,Mumbai,Maharashtra,91-22-66404220,91-22-66751024,info@irb.co.in,www.irb.co.in
25755,National Highways Authority Of India,155597,Vakalapudi Light House-Uppada-Annavaram (NH-516F) Four Lane Access controlled Highway Project,2061,Contractor,K M C Constructions Ltd.,112439,India,"Corporate Office:Plot No 85, Road No 72, Prashasan Nagar, Jubilee Hills,",500033,Hyderabad,Telangana,91-40-23558061,91-40-23558060,,www.kmcgroup.co.in
25756,National Highways Authority Of India,155597,Vakalapudi Light House-Uppada-Annavaram (NH-516F) Four Lane Access controlled Highway Project,2061,Contractor,Aurobindo Realty & Infrastructure Pvt. Ltd.,597543,India,"Registered Office:21st Floor, Wing A, Galaxy, Plot No 1, Sy No.83/1, Knowledge City, Raidurg (Panmaktha),",500081,Hyderabad,Telangana,,,,
25757,National Highways Authority Of India,155597,Valsad (Bulsar) Logistics Park Project,1364,Promoter,Ministry Of Road Transport & Highways,301849,India,"Registered Office:Transport Bhavan, 1, Parliament Street,",110001,New Delhi,Delhi,91-11-23753991,,nr.gokarn@nic.in,www.morth.nic.in
25758,National Highways Authority Of India,155597,Vanavolu-Vankarakunta Four/Six Lane Greenfield Expressway Project (Package-2 of Bengaluru-Kadapa-Pulivendula-Vijayawada Expressway),1974,Contractor,Raj Path Infracon Pvt. Ltd.,190016,India,"Registered Office:Office No. 403, 4th Floor, Pride House, 108, Ganesh Khind Road,Opp Pune University,",411016,Pune,Maharashtra,91-20-25636060,91-20-25633344,raj@rajgrouppune.net,
25759,National Highways Authority Of India,155597,Vankarakunta-Odulapalle (NH-544G) Four/Six Lane Greenfield Expressway Project (Package-3 of Bengaluru-Kadapa-Pulivendula-Vijayawada Expressway),2109,Contractor,Raj Path Infracon Pvt. Ltd.,190016,India,"Registered Office:Office No. 403, 4th Floor, Pride House, 108, Ganesh Khind Road,Opp Pune University,",411016,Pune,Maharashtra,91-20-25636060,91-20-25633344,raj@rajgrouppune.net,
25760,National Highways Authority Of India,155597,Varadharajula-Kumarajapet (NH-716B) Six Laning Expressway Project (Package-I of Chittoor-Thatchur Expressway),1638,Consultant,Louis Berger Consulting Pvt. Ltd.,406754,India,"Registered Office:Regus Business Centre, Level-3, Vasant Square Mall Pocket V, Sector B,",110070,New Delhi,NCT of Delhi,,,neeraj.kumar2@wsp.com,www.wsp.com
25761,National Highways Authority Of India,155597,Varadharajula-Kumarajapet (NH-716B) Six Laning Expressway Project (Package-I of Chittoor-Thatchur Expressway),1638,Contractor,K C C Buildcon Pvt. Ltd.,413692,India,"Registered Office:B U 5, 2nd Floor, S F S Flats, Outer Ring Road, Pitampura,",110034,Delhi,NCT of Delhi,91-11-47581001,,kcc.del@gmail.com,www.kccbuildcon.co.in
25762,National Highways Authority Of India,155597,Varanasi (Kashi) Intermodal Station Project,1458,Consultant,Mahindra Consulting Engineers Ltd.,136445,India,"Corporate Office:5th Floor, Mahindra Towers, P K Kume Chowk, Worli,",400018,Mumbai,Maharashtra,91-22-24905650,91-22-24900833,,
